462,Kirikou and the Wild Beast (Kirikou et les bêtes sauvages),Thayne McClarence,Bartoletti-Hudson,23.28,Adventure|Animation|Children,495806974-7,25-09-1980
463,Iron Will,Rex Boeck,Kiehn-Bailey,31.55,Adventure,427794744-1,26-08-1935
464,"Private War of Major Benson, The",Dimitri Espadero,Wiza Inc,35.06,Children|Comedy|Romance,711099262-4,01-08-1901
465,The Big Sleep,Durand Duffin,Altenwerth-Botsford,45.68,Thriller,155334836-2,02-04-1983
466,Keyhole,Leigh Ghidotti,Boyer Group,14.26,Drama|Mystery,062428933-8,10-01-1953
467,Gold Diggers of 1933,Barton Bartolommeo,Zboncak LLC,11.19,Musical,711709164-9,28-12-1983
468,Grave of the Fireflies (Hotaru no haka),Alastair Ollander,"Hermiston, Ziemann and Lind",17.44,Animation|Drama|War,293559593-9,08-10-1941
469,Cowboys & Aliens,Daune Kentish,"Dibbert, O'Conner and Donnelly",19.21,Action|Sci-Fi|Thriller|Western|IMAX,677826524-8,09-09-1953
470,Warrendale,Goldy Wybourne,Schulist Inc,20.5,Documentary,090807929-X,16-04-1929
471,"Cove, The",Cosimo Philippe,Zieme-Nikolaus,7.45,Documentary,034611662-7,03-09-1975
472,Pillow Talk,Coleen Kinnie,Kunze LLC,6.47,Comedy|Musical|Romance,657834375-X,11-02-1909
473,Rumor Has It...,Joleen Benazet,"Gusikowski, Bashirian and Little",21.76,Comedy|Drama|Romance,966810248-7,14-12-1966
474,Payment Deferred,Allistir Bauduccio,Cummerata-Rodriguez,0.44,Drama,178262242-X,18-09-1914
475,"Fighting Temptations, The",Steffane Glasscoe,Blick-Langworth,29.76,Drama,847374388-1,11-11-1987
476,Tarzan,Kit Lampel,Ledner-Boehm,23.68,Adventure|Animation|Children|Drama,102377404-6,30-10-1931
477,"Christmas Carol, A",Sutton Presser,Wunsch and Sons,26.71,Animation|Drama|Fantasy,850239932-2,20-07-1979
478,Princess Mononoke (Mononoke-hime),Rhea Hollidge,Toy and Sons,24.28,Action|Adventure|Animation|Drama|Fantasy,726143515-5,09-05-1974
479,Song of the Little Road (Pather Panchali),Kalila Ivkovic,Christiansen-Rice,37.45,Drama,782493672-4,18-01-1942
480,"Bat, The",Addie Chasmor,Connelly LLC,40.92,Horror,796086262-1,06-01-1926
481,Deep Sea 3D,Derek Ruben,"Buckridge, Mitchell and Blick",33.85,Documentary|IMAX,891540136-0,15-11-1915
482,Striptease,Silvanus Gavin,Wisozk Group,11.55,Comedy|Crime,803533841-2,25-09-1902
483,Fido,Samuele Halbert,Stiedemann Group,2.74,Comedy|Horror|Thriller,196750131-9,15-11-1955
484,Ben-Hur: A Tale of the Christ,Ody Rasor,Effertz LLC,7.78,Adventure|Drama,623927409-7,24-12-1989
485,Alive,Howard Gilbanks,"Jast, Weber and Stehr",49.96,Drama,423338563-4,29-01-1921
486,Out of Balance: ExxonMobil's Impact on Climate Change,Man McVanamy,"Jones, Stiedemann and Kris",28.58,Documentary,215770245-8,18-01-2014
487,Electrick Children,Yulma Sinnott,"Altenwerth, Johns and Dare",42.79,Drama,071474514-6,17-05-1906
488,Texas Chainsaw 3D,Paulita Preshous,"Harber, Blick and Lakin",45.97,Horror|Mystery|Thriller,467179528-0,04-08-1939
489,Rick,Margarita Tewkesbury,Goyette Inc,20.5,Comedy|Drama,672239605-3,07-01-1959
490,Piranhaconda,Caresse Sabey,Gleason-Leuschke,16.2,Horror|Sci-Fi,233608717-0,10-12-1959
491,Doctor at Sea,Eilis Meneer,Russel-Kuhn,25.11,Comedy,722869639-5,04-08-2012
492,Shanghai Knights,Clovis Duiguid,Senger-Franecki,47.72,Action|Adventure|Comedy,610671897-0,08-02-1901
493,"Flame of New Orleans, The",Judie Licciardo,"Kirlin, Stamm and Walsh",48.7,Comedy|Romance,119004583-4,17-01-2002
494,Bandits (Bandidos),Willa Juppe,Hudson-Abernathy,24.45,Action|Adventure|War,926380899-6,18-06-2009
495,Charlie Chan on Broadway,Meredithe Harbin,Legros-Casper,37.62,Comedy|Crime|Mystery|Thriller,997849309-3,07-10-1917
496,"Power of Kangwon Province, The (Kangwon-do ui him)",Gun Basillon,Waters-Thiel,24.32,Drama,474798975-7,04-01-1982
497,Ponyo (Gake no ue no Ponyo),Vernor Barkes,Kovacek-Cummings,26.33,Adventure|Animation|Children|Fantasy,861720855-4,28-06-2011
498,Girls About Town,Ervin La Padula,"Waelchi, Walter and Sipes",23.46,Comedy,056793529-9,09-01-1910
499,Death on the Staircase (Soupçons),Christen Overel,Schowalter-Tremblay,1.06,Crime|Documentary,247721588-4,03-11-1972
500,Space,Winna Epgrave,Stracke LLC,3.74,Drama,783332030-7,21-08-1978
